Vendor,"GRAPHTEC Corporation"
Model,"GL220"
Version,"Ver1.05  "
Sampling interval,2s
Total data points,764       
Start time,2015-05-29,15:14:48
End time,2015-05-29,15:40:14
Trigger time,2015-05-29,15:14:48
AMP settings
CH,Signal name,Input,Range,Filter,Span
       687,2015/05/29 15:37:40,  0,+373.3,LLLLLLLLLL,LLLL
       688,2015/05/29 15:37:42,  0,+373.3,LLLLLLLLLL,LLLL
       689,2015/05/29 15:37:44,  0,+373.1,LLLLLLLLLL,LLLL
       690,2015/05/29 15:37:46,  0,+372.9,LLLLLLLLLL,LLLL
       691,2015/05/29 15:37:48,  0,+372.7,LLLLLLLLLL,LLLL
       692,2015/05/29 15:37:50,  0,+372.6,LLLLLLLLLL,LLLL
       693,2015/05/29 15:37:52,  0,+372.4,LLLLLLLLLL,LLLL
       694,2015/05/29 15:37:54,  0,+372.2,LLLLLLLLLL,LLLL
       695,2015/05/29 15:37:56,  0,+372.0,LLLLLLLLLL,LLLL
       696,2015/05/29 15:37:58,  0,+372.0,LLLLLLLLLL,LLLL
       697,2015/05/29 15:38:00,  0,+371.8,LLLLLLLLLL,LLLL
       698,2015/05/29 15:38:02,  0,+371.7,LLLLLLLLLL,LLLL
       699,2015/05/29 15:38:04,  0,+371.5,LLLLLLLLLL,LLLL
       700,2015/05/29 15:38:06,  0,+371.3,LLLLLLLLLL,LLLL
       701,2015/05/29 15:38:08,  0,+371.1,LLLLLLLLLL,LLLL
       702,2015/05/29 15:38:10,  0,+370.9,LLLLLLLLLL,LLLL
       703,2015/05/29 15:38:12,  0,+370.8,LLLLLLLLLL,LLLL
       704,2015/05/29 15:38:14,  0,+370.8,LLLLLLLLLL,LLLL
       705,2015/05/29 15:38:16,  0,+370.6,LLLLLLLLLL,LLLL
       706,2015/05/29 15:38:18,  0,+370.4,LLLLLLLLLL,LLLL
       707,2015/05/29 15:38:20,  0,+370.2,LLLLLLLLLL,LLLL
       708,2015/05/29 15:38:22,  0,+370.0,LLLLLLLLLL,LLLL
       709,2015/05/29 15:38:24,  0,+370.0,LLLLLLLLLL,LLLL
       710,2015/05/29 15:38:26,  0,+369.9,LLLLLLLLLL,LLLL
       711,2015/05/29 15:38:28,  0,+369.5,LLLLLLLLLL,LLLL
       712,2015/05/29 15:38:30,  0,+369.5,LLLLLLLLLL,LLLL
       713,2015/05/29 15:38:32,  0,+369.3,LLLLLLLLLL,LLLL
       714,2015/05/29 15:38:34,  0,+369.1,LLLLLLLLLL,LLLL
       715,2015/05/29 15:38:36,  0,+369.0,LLLLLLLLLL,LLLL
       716,2015/05/29 15:38:38,  0,+369.0,LLLLLLLLLL,LLLL
       717,2015/05/29 15:38:40,  0,+368.8,LLLLLLLLLL,LLLL
       718,2015/05/29 15:38:42,  0,+368.6,LLLLLLLLLL,LLLL
       719,2015/05/29 15:38:44,  0,+368.4,LLLLLLLLLL,LLLL
       720,2015/05/29 15:38:46,  0,+368.2,LLLLLLLLLL,LLLL
       721,2015/05/29 15:38:48,  0,+368.1,LLLLLLLLLL,LLLL
       722,2015/05/29 15:38:50,  0,+367.9,LLLLLLLLLL,LLLL
       723,2015/05/29 15:38:52,  0,+367.7,LLLLLLLLLL,LLLL
       724,2015/05/29 15:38:54,  0,+367.7,LLLLLLLLLL,LLLL
       725,2015/05/29 15:38:56,  0,+367.5,LLLLLLLLLL,LLLL
       726,2015/05/29 15:38:58,  0,+367.3,LLLLLLLLLL,LLLL
       727,2015/05/29 15:39:00,  0,+367.2,LLLLLLLLLL,LLLL
       728,2015/05/29 15:39:02,  0,+367.0,LLLLLLLLLL,LLLL
       729,2015/05/29 15:39:04,  0,+366.8,LLLLLLLLLL,LLLL
       730,2015/05/29 15:39:06,  0,+366.8,LLLLLLLLLL,LLLL
       731,2015/05/29 15:39:08,  0,+366.6,LLLLLLLLLL,LLLL
       732,2015/05/29 15:39:10,  0,+366.4,LLLLLLLLLL,LLLL
       733,2015/05/29 15:39:12,  0,+366.3,LLLLLLLLLL,LLLL
       734,2015/05/29 15:39:14,  0,+366.3,LLLLLLLLLL,LLLL
       735,2015/05/29 15:39:16,  0,+365.9,LLLLLLLLLL,LLLL
       736,2015/05/29 15:39:18,  0,+365.7,LLLLLLLLLL,LLLL
       737,2015/05/29 15:39:20,  0,+365.7,LLLLLLLLLL,LLLL
       738,2015/05/29 15:39:22,  0,+365.5,LLLLLLLLLL,LLLL
       739,2015/05/29 15:39:24,  0,+365.4,LLLLLLLLLL,LLLL
       740,2015/05/29 15:39:26,  0,+365.2,LLLLLLLLLL,LLLL
       741,2015/05/29 15:39:28,  0,+365.0,LLLLLLLLLL,LLLL
       742,2015/05/29 15:39:30,  0,+365.0,LLLLLLLLLL,LLLL
       743,2015/05/29 15:39:32,  0,+364.8,LLLLLLLLLL,LLLL
       744,2015/05/29 15:39:34,  0,+364.6,LLLLLLLLLL,LLLL
       745,2015/05/29 15:39:36,  0,+364.5,LLLLLLLLLL,LLLL
       746,2015/05/29 15:39:38,  0,+364.5,LLLLLLLLLL,LLLL
       747,2015/05/29 15:39:40,  0,+364.1,LLLLLLLLLL,LLLL
       748,2015/05/29 15:39:42,  0,+363.9,LLLLLLLLLL,LLLL
       749,2015/05/29 15:39:44,  0,+363.7,LLLLLLLLLL,LLLL
       750,2015/05/29 15:39:46,  0,+363.7,LLLLLLLLLL,LLLL
       751,2015/05/29 15:39:48,  0,+363.6,LLLLLLLLLL,LLLL
       752,2015/05/29 15:39:50,  0,+363.4,LLLLLLLLLL,LLLL
       753,2015/05/29 15:39:52,  0,+363.2,LLLLLLLLLL,LLLL
       754,2015/05/29 15:39:54,  0,+363.2,LLLLLLLLLL,LLLL
       755,2015/05/29 15:39:56,  0,+363.0,LLLLLLLLLL,LLLL
       756,2015/05/29 15:39:58,  0,+362.8,LLLLLLLLLL,LLLL
       757,2015/05/29 15:40:00,  0,+362.7,LLLLLLLLLL,LLLL
       758,2015/05/29 15:40:02,  0,+362.5,LLLLLLLLLL,LLLL
       759,2015/05/29 15:40:04,  0,+362.5,LLLLLLLLLL,LLLL
       760,2015/05/29 15:40:06,  0,+362.1,LLLLLLLLLL,LLLL
       761,2015/05/29 15:40:08,  0,+362.1,LLLLLLLLLL,LLLL
       762,2015/05/29 15:40:10,  0,+361.8,LLLLLLLLLL,LLLL
       763,2015/05/29 15:40:12,  0,+361.8,LLLLLLLLLL,LLLL
       764,2015/05/29 15:40:14,  0,+361.6,LLLLLLLLLL,LLLL
