Vendor,"GRAPHTEC Corporation"
Model,"GL220"
Version,"Ver1.05  "
Sampling interval,2s
Total data points,764       
Start time,2015-06-02,13:04:17
End time,2015-06-02,13:29:44
Trigger time,2015-06-02,13:04:17
AMP settings
CH,Signal name,Input,Range,Filter,Span
CH1," CH 1",TEMP,TC_K,Off,+440.0,+140.0,[degF]
CH2," CH 2",TEMP,TC_K,Off,+2000.0,-200.0,[degF]
CH3," CH 3",TEMP,TC_K,Off,+3000.0,-200.0,[degF]
Logic/Pulse,Off
Data
Number,Date&Time,ms,CH1,CH2,CH3,Alarm1  -10 ,Alarm Out
NO.,Time, ms,"degF","degF","degF","A12345678910","AO1234"
         1,2015/06/02 13:04:17,  0,+195.3,+98.4,+167.0,LLLLLLLLLL,LLLL
         2,2015/06/02 13:04:19,  0,+195.6,+99.3,+167.9,LLLLLLLLLL,LLLL
         3,2015/06/02 13:04:21,  0,+195.6,+100.4,+167.7,LLLLLLLLLL,LLLL
         4,2015/06/02 13:04:23,  0,+195.6,+101.1,+168.6,LLLLLLLLLL,LLLL
         5,2015/06/02 13:04:25,  0,+195.6,+102.2,+169.0,LLLLLLLLLL,LLLL
         6,2015/06/02 13:04:27,  0,+195.6,+102.9,+168.1,LLLLLLLLLL,LLLL
         7,2015/06/02 13:04:29,  0,+195.8,+103.8,+168.6,LLLLLLLLLL,LLLL
         8,2015/06/02 13:04:31,  0,+195.6,+104.7,+167.7,LLLLLLLLLL,LLLL
         9,2015/06/02 13:04:33,  0,+195.6,+105.1,+166.8,LLLLLLLLLL,LLLL
        10,2015/06/02 13:04:35,  0,+195.8,+105.6,+165.7,LLLLLLLLLL,LLLL
        11,2015/06/02 13:04:37,  0,+196.0,+106.2,+165.2,LLLLLLLLLL,LLLL
        12,2015/06/02 13:04:39,  0,+196.3,+106.5,+164.8,LLLLLLLLLL,LLLL
        13,2015/06/02 13:04:41,  0,+196.5,+106.7,+164.7,LLLLLLLLLL,LLLL
        14,2015/06/02 13:04:43,  0,+196.3,+107.4,+165.0,LLLLLLLLLL,LLLL
        15,2015/06/02 13:04:45,  0,+196.0,+108.0,+164.5,LLLLLLLLLL,LLLL
        16,2015/06/02 13:04:47,  0,+195.8,+108.7,+164.3,LLLLLLLLLL,LLLL
        17,2015/06/02 13:04:49,  0,+195.8,+109.6,+164.8,LLLLLLLLLL,LLLL
        18,2015/06/02 13:04:51,  0,+195.6,+110.1,+163.6,LLLLLLLLLL,LLLL
        19,2015/06/02 13:04:53,  0,+195.4,+111.0,+164.7,LLLLLLLLLL,LLLL
        20,2015/06/02 13:04:55,  0,+195.3,+111.9,+164.7,LLLLLLLLLL,LLLL
        21,2015/06/02 13:04:57,  0,+194.9,+112.8,+164.8,LLLLLLLLLL,LLLL
        22,2015/06/02 13:04:59,  0,+194.7,+113.5,+164.1,LLLLLLLLLL,LLLL
        23,2015/06/02 13:05:01,  0,+194.9,+114.6,+164.7,LLLLLLLLLL,LLLL
        24,2015/06/02 13:05:03,  0,+194.5,+115.3,+163.9,LLLLLLLLLL,LLLL
        25,2015/06/02 13:05:05,  0,+194.5,+116.2,+164.3,LLLLLLLLLL,LLLL
        26,2015/06/02 13:05:07,  0,+194.5,+116.8,+164.1,LLLLLLLLLL,LLLL
        27,2015/06/02 13:05:09,  0,+194.4,+117.3,+163.8,LLLLLLLLLL,LLLL
        28,2015/06/02 13:05:11,  0,+194.2,+117.7,+163.6,LLLLLLLLLL,LLLL
        29,2015/06/02 13:05:13,  0,+194.4,+118.0,+163.0,LLLLLLLLLL,LLLL
        30,2015/06/02 13:05:15,  0,+194.7,+118.4,+163.9,LLLLLLLLLL,LLLL
        31,2015/06/02 13:05:17,  0,+194.2,+118.9,+164.7,LLLLLLLLLL,LLLL
        32,2015/06/02 13:05:19,  0,+194.0,+119.3,+165.2,LLLLLLLLLL,LLLL
        33,2015/06/02 13:05:21,  0,+193.6,+119.8,+166.8,LLLLLLLLLL,LLLL
        34,2015/06/02 13:05:23,  0,+193.5,+120.4,+167.5,LLLLLLLLLL,LLLL
        35,2015/06/02 13:05:25,  0,+193.3,+120.9,+166.8,LLLLLLLLLL,LLLL
        36,2015/06/02 13:05:27,  0,+193.5,+121.6,+168.3,LLLLLLLLLL,LLLL
        37,2015/06/02 13:05:29,  0,+193.1,+122.2,+169.0,LLLLLLLLLL,LLLL
        38,2015/06/02 13:05:31,  0,+193.1,+122.9,+169.9,LLLLLLLLLL,LLLL
        39,2015/06/02 13:05:33,  0,+192.7,+123.4,+170.4,LLLLLLLLLL,LLLL
        40,2015/06/02 13:05:35,  0,+192.7,+123.8,+169.9,LLLLLLLLLL,LLLL
        41,2015/06/02 13:05:37,  0,+192.6,+124.5,+169.9,LLLLLLLLLL,LLLL
        42,2015/06/02 13:05:39,  0,+192.6,+124.9,+170.6,LLLLLLLLLL,LLLL
        43,2015/06/02 13:05:41,  0,+192.6,+125.6,+170.2,LLLLLLLLLL,LLLL
        44,2015/06/02 13:05:43,  0,+192.0,+126.0,+170.4,LLLLLLLLLL,LLLL
        45,2015/06/02 13:05:45,  0,+192.0,+126.5,+171.0,LLLLLLLLLL,LLLL
        46,2015/06/02 13:05:47,  0,+192.0,+126.9,+171.3,LLLLLLLLLL,LLLL
        47,2015/06/02 13:05:49,  0,+192.0,+127.6,+170.2,LLLLLLLLLL,LLLL
        48,2015/06/02 13:05:51,  0,+191.7,+128.1,+169.0,LLLLLLLLLL,LLLL
        49,2015/06/02 13:05:53,  0,+191.8,+128.5,+168.4,LLLLLLLLLL,LLLL
        50,2015/06/02 13:05:55,  0,+192.0,+128.7,+168.1,LLLLLLLLLL,LLLL
        51,2015/06/02 13:05:57,  0,+192.0,+129.0,+167.7,LLLLLLLLLL,LLLL
        52,2015/06/02 13:05:59,  0,+192.0,+129.2,+168.1,LLLLLLLLLL,LLLL
        53,2015/06/02 13:06:01,  0,+192.0,+129.4,+167.9,LLLLLLLLLL,LLLL
        54,2015/06/02 13:06:03,  0,+192.0,+129.7,+167.4,LLLLLLLLLL,LLLL
        55,2015/06/02 13:06:05,  0,+191.7,+130.1,+167.0,LLLLLLLLLL,LLLL
        56,2015/06/02 13:06:07,  0,+191.3,+130.6,+166.8,LLLLLLLLLL,LLLL
        57,2015/06/02 13:06:09,  0,+191.3,+131.2,+167.4,LLLLLLLLLL,LLLL
        58,2015/06/02 13:06:11,  0,+191.5,+131.7,+167.5,LLLLLLLLLL,LLLL
        59,2015/06/02 13:06:13,  0,+191.3,+132.1,+167.2,LLLLLLLLLL,LLLL
        60,2015/06/02 13:06:15,  0,+191.1,+132.3,+167.2,LLLLLLLLLL,LLLL
        61,2015/06/02 13:06:17,  0,+190.9,+132.4,+167.7,LLLLLLLLLL,LLLL
        62,2015/06/02 13:06:19,  0,+190.6,+133.0,+168.4,LLLLLLLLLL,LLLL
        63,2015/06/02 13:06:21,  0,+190.4,+133.3,+169.3,LLLLLLLLLL,LLLL
        64,2015/06/02 13:06:23,  0,+190.0,+133.7,+169.3,LLLLLLLLLL,LLLL
        65,2015/06/02 13:06:25,  0,+190.0,+134.1,+169.9,LLLLLLLLLL,LLLL
        66,2015/06/02 13:06:27,  0,+190.2,+134.6,+170.1,LLLLLLLLLL,LLLL
        67,2015/06/02 13:06:29,  0,+190.4,+135.0,+171.0,LLLLLLLLLL,LLLL
        68,2015/06/02 13:06:31,  0,+190.6,+135.3,+171.0,LLLLLLLLLL,LLLL
        69,2015/06/02 13:06:33,  0,+190.6,+136.0,+171.5,LLLLLLLLLL,LLLL
        70,2015/06/02 13:06:35,  0,+190.6,+136.4,+170.1,LLLLLLLLLL,LLLL
        71,2015/06/02 13:06:37,  0,+190.9,+136.9,+169.3,LLLLLLLLLL,LLLL
        72,2015/06/02 13:06:39,  0,+190.9,+136.9,+169.3,LLLLLLLLLL,LLLL
        73,2015/06/02 13:06:41,  0,+191.1,+137.3,+169.0,LLLLLLLLLL,LLLL
        74,2015/06/02 13:06:43,  0,+191.7,+137.5,+169.9,LLLLLLLLLL,LLLL
        75,2015/06/02 13:06:45,  0,+191.7,+138.0,+169.5,LLLLLLLLLL,LLLL
        76,2015/06/02 13:06:47,  0,+192.0,+138.4,+169.5,LLLLLLLLLL,LLLL
        77,2015/06/02 13:06:49,  0,+192.4,+138.7,+169.0,LLLLLLLLLL,LLLL
        78,2015/06/02 13:06:51,  0,+192.4,+139.1,+169.3,LLLLLLLLLL,LLLL
        79,2015/06/02 13:06:53,  0,+192.6,+139.5,+169.3,LLLLLLLLLL,LLLL
        80,2015/06/02 13:06:55,  0,+192.7,+140.0,+169.5,LLLLLLLLLL,LLLL
        81,2015/06/02 13:06:57,  0,+192.9,+140.4,+169.9,LLLLLLLLLL,LLLL
        82,2015/06/02 13:06:59,  0,+193.5,+140.9,+169.9,LLLLLLLLLL,LLLL
        83,2015/06/02 13:07:01,  0,+193.8,+141.4,+170.1,LLLLLLLLLL,LLLL
        84,2015/06/02 13:07:03,  0,+193.6,+141.8,+169.5,LLLLLLLLLL,LLLL
        85,2015/06/02 13:07:05,  0,+193.6,+142.0,+169.9,LLLLLLLLLL,LLLL
        86,2015/06/02 13:07:07,  0,+194.0,+142.0,+170.6,LLLLLLLLLL,LLLL
        87,2015/06/02 13:07:09,  0,+194.0,+142.2,+171.0,LLLLLLLLLL,LLLL
        88,2015/06/02 13:07:11,  0,+194.5,+142.7,+171.0,LLLLLLLLLL,LLLL
        89,2015/06/02 13:07:13,  0,+194.9,+143.1,+172.2,LLLLLLLLLL,LLLL
        90,2015/06/02 13:07:15,  0,+195.6,+143.6,+172.8,LLLLLLLLLL,LLLL
        91,2015/06/02 13:07:17,  0,+195.8,+144.0,+173.5,LLLLLLLLLL,LLLL
        92,2015/06/02 13:07:19,  0,+196.2,+144.3,+174.6,LLLLLLLLLL,LLLL
        93,2015/06/02 13:07:21,  0,+196.7,+145.0,+174.9,LLLLLLLLLL,LLLL
        94,2015/06/02 13:07:23,  0,+197.1,+145.0,+175.3,LLLLLLLLLL,LLLL
        95,2015/06/02 13:07:25,  0,+197.6,+145.6,+175.6,LLLLLLLLLL,LLLL
        96,2015/06/02 13:07:27,  0,+197.8,+146.1,+176.2,LLLLLLLLLL,LLLL
        97,2015/06/02 13:07:29,  0,+198.3,+146.5,+176.0,LLLLLLLLLL,LLLL
        98,2015/06/02 13:07:31,  0,+198.5,+147.0,+176.5,LLLLLLLLLL,LLLL
        99,2015/06/02 13:07:33,  0,+199.2,+147.4,+177.1,LLLLLLLLLL,LLLL
       100,2015/06/02 13:07:35,  0,+199.4,+147.9,+177.1,LLLLLLLLLL,LLLL
       101,2015/06/02 13:07:37,  0,+199.8,+148.3,+178.3,LLLLLLLLLL,LLLL
       102,2015/06/02 13:07:39,  0,+200.3,+148.8,+178.2,LLLLLLLLLL,LLLL
       103,2015/06/02 13:07:41,  0,+200.8,+149.4,+178.0,LLLLLLLLLL,LLLL
       104,2015/06/02 13:07:43,  0,+201.4,+149.7,+178.7,LLLLLLLLLL,LLLL
       105,2015/06/02 13:07:45,  0,+201.6,+149.9,+179.1,LLLLLLLLLL,LLLL
       106,2015/06/02 13:07:47,  0,+201.4,+150.4,+179.8,LLLLLLLLLL,LLLL
       107,2015/06/02 13:07:49,  0,+202.3,+151.0,+179.6,LLLLLLLLLL,LLLL
       108,2015/06/02 13:07:51,  0,+202.5,+151.5,+180.7,LLLLLLLLLL,LLLL
       109,2015/06/02 13:07:53,  0,+203.0,+151.7,+180.5,LLLLLLLLLL,LLLL
       110,2015/06/02 13:07:55,  0,+203.9,+152.2,+181.0,LLLLLLLLLL,LLLL
       111,2015/06/02 13:07:57,  0,+204.6,+152.8,+182.1,LLLLLLLLLL,LLLL
       112,2015/06/02 13:07:59,  0,+205.5,+153.0,+183.0,LLLLLLLLLL,LLLL
       113,2015/06/02 13:08:01,  0,+206.4,+153.3,+183.4,LLLLLLLLLL,LLLL
       114,2015/06/02 13:08:03,  0,+206.4,+153.9,+183.7,LLLLLLLLLL,LLLL
       115,2015/06/02 13:08:05,  0,+206.8,+154.2,+183.7,LLLLLLLLLL,LLLL
       116,2015/06/02 13:08:07,  0,+207.5,+154.8,+184.6,LLLLLLLLLL,LLLL
       117,2015/06/02 13:08:09,  0,+207.5,+155.3,+185.5,LLLLLLLLLL,LLLL
       118,2015/06/02 13:08:11,  0,+208.6,+155.7,+187.5,LLLLLLLLLL,LLLL
       119,2015/06/02 13:08:13,  0,+209.1,+156.4,+186.3,LLLLLLLLLL,LLLL
       120,2015/06/02 13:08:15,  0,+209.8,+156.7,+184.8,LLLLLLLLLL,LLLL
       121,2015/06/02 13:08:17,  0,+210.6,+157.1,+184.3,LLLLLLLLLL,LLLL
       122,2015/06/02 13:08:19,  0,+210.9,+157.6,+183.9,LLLLLLLLLL,LLLL
       123,2015/06/02 13:08:21,  0,+211.3,+158.0,+184.3,LLLLLLLLLL,LLLL
       124,2015/06/02 13:08:23,  0,+211.6,+158.5,+184.3,LLLLLLLLLL,LLLL
       125,2015/06/02 13:08:25,  0,+212.0,+158.7,+184.5,LLLLLLLLLL,LLLL
       126,2015/06/02 13:08:27,  0,+212.7,+159.3,+184.8,LLLLLLLLLL,LLLL
       127,2015/06/02 13:08:29,  0,+213.4,+160.0,+185.4,LLLLLLLLLL,LLLL
       128,2015/06/02 13:08:31,  0,+213.6,+160.3,+185.5,LLLLLLLLLL,LLLL
       129,2015/06/02 13:08:33,  0,+214.3,+160.9,+186.3,LLLLLLLLLL,LLLL
       130,2015/06/02 13:08:35,  0,+214.2,+161.4,+186.3,LLLLLLLLLL,LLLL
       131,2015/06/02 13:08:37,  0,+213.4,+161.8,+186.3,LLLLLLLLLL,LLLL
       132,2015/06/02 13:08:39,  0,+212.5,+162.1,+190.2,LLLLLLLLLL,LLLL
       133,2015/06/02 13:08:41,  0,+213.8,+162.7,+189.5,LLLLLLLLLL,LLLL
       134,2015/06/02 13:08:43,  0,+214.3,+163.2,+190.0,LLLLLLLLLL,LLLL
       135,2015/06/02 13:08:45,  0,+215.2,+163.6,+190.9,LLLLLLLLLL,LLLL
       136,2015/06/02 13:08:47,  0,+216.1,+164.1,+192.7,LLLLLLLLLL,LLLL
       137,2015/06/02 13:08:49,  0,+217.8,+164.7,+194.5,LLLLLLLLLL,LLLL
       138,2015/06/02 13:08:51,  0,+219.0,+165.2,+195.8,LLLLLLLLLL,LLLL
       139,2015/06/02 13:08:53,  0,+219.7,+165.7,+197.1,LLLLLLLLLL,LLLL
       140,2015/06/02 13:08:55,  0,+219.2,+166.3,+199.2,LLLLLLLLLL,LLLL
       141,2015/06/02 13:08:57,  0,+219.9,+167.0,+200.8,LLLLLLLLLL,LLLL
       142,2015/06/02 13:08:59,  0,+220.5,+167.7,+198.3,LLLLLLLLLL,LLLL
       143,2015/06/02 13:09:01,  0,+221.4,+168.1,+198.5,LLLLLLLLLL,LLLL
       144,2015/06/02 13:09:03,  0,+220.6,+168.4,+198.9,LLLLLLLLLL,LLLL
       145,2015/06/02 13:09:05,  0,+221.9,+168.8,+198.3,LLLLLLLLLL,LLLL
       146,2015/06/02 13:09:07,  0,+222.6,+169.5,+199.2,LLLLLLLLLL,LLLL
       147,2015/06/02 13:09:09,  0,+223.3,+170.1,+199.9,LLLLLLLLLL,LLLL
       148,2015/06/02 13:09:11,  0,+224.4,+170.6,+199.9,LLLLLLLLLL,LLLL
       149,2015/06/02 13:09:13,  0,+225.1,+171.1,+200.3,LLLLLLLLLL,LLLL
       150,2015/06/02 13:09:15,  0,+226.2,+171.5,+200.3,LLLLLLLLLL,LLLL
       151,2015/06/02 13:09:17,  0,+227.1,+172.2,+200.5,LLLLLLLLLL,LLLL
       152,2015/06/02 13:09:19,  0,+228.0,+172.9,+201.4,LLLLLLLLLL,LLLL
       153,2015/06/02 13:09:21,  0,+228.6,+173.5,+201.7,LLLLLLLLLL,LLLL
       154,2015/06/02 13:09:23,  0,+229.3,+174.0,+204.1,LLLLLLLLLL,LLLL
       155,2015/06/02 13:09:25,  0,+228.6,+174.9,+203.4,LLLLLLLLLL,LLLL
       156,2015/06/02 13:09:27,  0,+227.5,+175.5,+203.4,LLLLLLLLLL,LLLL
       157,2015/06/02 13:09:29,  0,+227.3,+176.0,+206.2,LLLLLLLLLL,LLLL
       158,2015/06/02 13:09:31,  0,+228.4,+176.2,+206.4,LLLLLLLLLL,LLLL
       159,2015/06/02 13:09:33,  0,+228.9,+176.7,+208.6,LLLLLLLLLL,LLLL
       160,2015/06/02 13:09:35,  0,+230.2,+177.3,+208.9,LLLLLLLLLL,LLLL
       161,2015/06/02 13:09:37,  0,+231.3,+178.0,+209.5,LLLLLLLLLL,LLLL
       162,2015/06/02 13:09:39,  0,+232.7,+178.5,+211.3,LLLLLLLLLL,LLLL
       163,2015/06/02 13:09:41,  0,+232.2,+179.2,+211.8,LLLLLLLLLL,LLLL
       164,2015/06/02 13:09:43,  0,+232.0,+179.8,+212.0,LLLLLLLLLL,LLLL
       165,2015/06/02 13:09:45,  0,+232.7,+180.5,+213.3,LLLLLLLLLL,LLLL
       166,2015/06/02 13:09:47,  0,+233.2,+181.0,+214.9,LLLLLLLLLL,LLLL
       167,2015/06/02 13:09:49,  0,+233.8,+181.8,+216.9,LLLLLLLLLL,LLLL
       168,2015/06/02 13:09:51,  0,+234.7,+182.3,+216.1,LLLLLLLLLL,LLLL
       169,2015/06/02 13:09:53,  0,+235.8,+182.8,+216.0,LLLLLLLLLL,LLLL
       170,2015/06/02 13:09:55,  0,+235.9,+183.4,+216.7,LLLLLLLLLL,LLLL
       171,2015/06/02 13:09:57,  0,+235.9,+183.9,+218.1,LLLLLLLLLL,LLLL
       172,2015/06/02 13:09:59,  0,+236.8,+184.6,+218.8,LLLLLLLLLL,LLLL
       173,2015/06/02 13:10:01,  0,+237.7,+185.4,+219.4,LLLLLLLLLL,LLLL
       174,2015/06/02 13:10:03,  0,+238.8,+185.9,+219.6,LLLLLLLLLL,LLLL
       175,2015/06/02 13:10:05,  0,+241.0,+186.4,+220.3,LLLLLLLLLL,LLLL
       176,2015/06/02 13:10:07,  0,+242.6,+187.2,+221.0,LLLLLLLLLL,LLLL
       177,2015/06/02 13:10:09,  0,+243.7,+187.9,+221.5,LLLLLLLLLL,LLLL
       178,2015/06/02 13:10:11,  0,+244.2,+188.6,+222.4,LLLLLLLLLL,LLLL
       179,2015/06/02 13:10:13,  0,+244.8,+189.3,+223.2,LLLLLLLLLL,LLLL
       180,2015/06/02 13:10:15,  0,+244.8,+189.9,+223.9,LLLLLLLLLL,LLLL
       181,2015/06/02 13:10:17,  0,+245.7,+190.8,+224.6,LLLLLLLLLL,LLLL
       182,2015/06/02 13:10:19,  0,+246.9,+191.5,+225.5,LLLLLLLLLL,LLLL
       183,2015/06/02 13:10:21,  0,+247.6,+192.0,+226.2,LLLLLLLLLL,LLLL
       184,2015/06/02 13:10:23,  0,+247.6,+192.7,+227.1,LLLLLLLLLL,LLLL
       185,2015/06/02 13:10:25,  0,+246.7,+193.5,+226.9,LLLLLLLLLL,LLLL
       186,2015/06/02 13:10:27,  0,+246.0,+194.0,+228.2,LLLLLLLLLL,LLLL
       187,2015/06/02 13:10:29,  0,+246.6,+194.7,+231.6,LLLLLLLLLL,LLLL
       188,2015/06/02 13:10:31,  0,+247.3,+195.3,+232.2,LLLLLLLLLL,LLLL
       189,2015/06/02 13:10:33,  0,+247.8,+195.8,+232.2,LLLLLLLLLL,LLLL
       190,2015/06/02 13:10:35,  0,+248.4,+196.7,+234.3,LLLLLLLLLL,LLLL
       191,2015/06/02 13:10:37,  0,+249.1,+197.2,+234.0,LLLLLLLLLL,LLLL
       192,2015/06/02 13:10:39,  0,+249.1,+198.0,+234.7,LLLLLLLLLL,LLLL
       193,2015/06/02 13:10:41,  0,+250.7,+198.7,+235.6,LLLLLLLLLL,LLLL
       194,2015/06/02 13:10:43,  0,+251.8,+199.2,+236.5,LLLLLLLLLL,LLLL
       195,2015/06/02 13:10:45,  0,+251.8,+199.9,+237.7,LLLLLLLLLL,LLLL
       196,2015/06/02 13:10:47,  0,+252.9,+200.5,+238.3,LLLLLLLLLL,LLLL
       197,2015/06/02 13:10:49,  0,+254.1,+201.2,+240.1,LLLLLLLLLL,LLLL
       198,2015/06/02 13:10:51,  0,+254.5,+201.9,+242.4,LLLLLLLLLL,LLLL
       199,2015/06/02 13:10:53,  0,+254.1,+202.6,+242.4,LLLLLLLLLL,LLLL
       200,2015/06/02 13:10:55,  0,+256.8,+203.4,+242.1,LLLLLLLLLL,LLLL
       201,2015/06/02 13:10:57,  0,+259.2,+204.1,+243.1,LLLLLLLLLL,LLLL
       202,2015/06/02 13:10:59,  0,+260.1,+205.0,+243.9,LLLLLLLLLL,LLLL
       203,2015/06/02 13:11:01,  0,+261.0,+205.5,+244.9,LLLLLLLLLL,LLLL
       204,2015/06/02 13:11:03,  0,+261.7,+206.2,+245.5,LLLLLLLLLL,LLLL
       205,2015/06/02 13:11:05,  0,+262.8,+207.1,+246.7,LLLLLLLLLL,LLLL
       206,2015/06/02 13:11:07,  0,+264.6,+207.9,+246.7,LLLLLLLLLL,LLLL
       207,2015/06/02 13:11:09,  0,+265.3,+208.6,+247.6,LLLLLLLLLL,LLLL
       208,2015/06/02 13:11:11,  0,+266.4,+209.5,+248.4,LLLLLLLLLL,LLLL
       209,2015/06/02 13:11:13,  0,+265.5,+210.2,+248.9,LLLLLLLLLL,LLLL
       210,2015/06/02 13:11:15,  0,+263.7,+210.9,+249.3,LLLLLLLLLL,LLLL
       211,2015/06/02 13:11:17,  0,+263.1,+211.6,+250.0,LLLLLLLLLL,LLLL
       212,2015/06/02 13:11:19,  0,+263.7,+212.0,+253.2,LLLLLLLLLL,LLLL
       213,2015/06/02 13:11:21,  0,+265.1,+212.7,+253.6,LLLLLLLLLL,LLLL
       214,2015/06/02 13:11:23,  0,+264.9,+213.3,+254.8,LLLLLLLLLL,LLLL
       215,2015/06/02 13:11:25,  0,+265.8,+214.2,+255.9,LLLLLLLLLL,LLLL
       216,2015/06/02 13:11:27,  0,+266.5,+214.7,+256.3,LLLLLLLLLL,LLLL
       217,2015/06/02 13:11:29,  0,+267.4,+215.4,+257.0,LLLLLLLLLL,LLLL
       218,2015/06/02 13:11:31,  0,+268.3,+216.1,+257.5,LLLLLLLLLL,LLLL
       219,2015/06/02 13:11:33,  0,+269.2,+216.9,+259.7,LLLLLLLLLL,LLLL
       220,2015/06/02 13:11:35,  0,+269.1,+217.8,+260.4,LLLLLLLLLL,LLLL
       221,2015/06/02 13:11:37,  0,+271.0,+218.5,+261.1,LLLLLLLLLL,LLLL
       222,2015/06/02 13:11:39,  0,+273.0,+219.2,+261.7,LLLLLLLLLL,LLLL
       223,2015/06/02 13:11:41,  0,+272.8,+219.9,+262.2,LLLLLLLLLL,LLLL
       224,2015/06/02 13:11:43,  0,+273.2,+220.5,+262.6,LLLLLLLLLL,LLLL
       225,2015/06/02 13:11:45,  0,+274.6,+221.2,+263.3,LLLLLLLLLL,LLLL
       226,2015/06/02 13:11:47,  0,+277.2,+221.9,+264.9,LLLLLLLLLL,LLLL
       227,2015/06/02 13:11:49,  0,+278.1,+222.6,+265.6,LLLLLLLLLL,LLLL
       228,2015/06/02 13:11:51,  0,+278.8,+223.5,+265.5,LLLLLLLLLL,LLLL
       229,2015/06/02 13:11:53,  0,+279.7,+224.4,+266.7,LLLLLLLLLL,LLLL
       230,2015/06/02 13:11:55,  0,+280.8,+225.1,+267.3,LLLLLLLLLL,LLLL
       231,2015/06/02 13:11:57,  0,+281.7,+226.0,+268.3,LLLLLLLLLL,LLLL
       232,2015/06/02 13:11:59,  0,+282.9,+226.9,+269.4,LLLLLLLLLL,LLLL
       233,2015/06/02 13:12:01,  0,+283.8,+227.7,+270.0,LLLLLLLLLL,LLLL
       234,2015/06/02 13:12:03,  0,+282.9,+228.6,+270.3,LLLLLLLLLL,LLLL
       235,2015/06/02 13:12:05,  0,+282.7,+229.5,+271.0,LLLLLLLLLL,LLLL
       236,2015/06/02 13:12:07,  0,+282.0,+230.0,+271.8,LLLLLLLLLL,LLLL
       237,2015/06/02 13:12:09,  0,+282.9,+230.5,+275.0,LLLLLLLLLL,LLLL
       238,2015/06/02 13:12:11,  0,+284.0,+231.3,+274.8,LLLLLLLLLL,LLLL
       239,2015/06/02 13:12:13,  0,+285.4,+232.0,+276.1,LLLLLLLLLL,LLLL
       240,2015/06/02 13:12:15,  0,+285.8,+232.7,+276.3,LLLLLLLLLL,LLLL
       241,2015/06/02 13:12:17,  0,+286.2,+233.2,+278.2,LLLLLLLLLL,LLLL
       242,2015/06/02 13:12:19,  0,+286.0,+234.0,+279.0,LLLLLLLLLL,LLLL
       243,2015/06/02 13:12:21,  0,+286.7,+234.9,+280.0,LLLLLLLLLL,LLLL
       244,2015/06/02 13:12:23,  0,+287.4,+235.8,+280.0,LLLLLLLLLL,LLLL
       245,2015/06/02 13:12:25,  0,+288.7,+236.3,+281.7,LLLLLLLLLL,LLLL
       246,2015/06/02 13:12:27,  0,+289.9,+237.0,+282.4,LLLLLLLLLL,LLLL
       247,2015/06/02 13:12:29,  0,+289.9,+238.1,+282.9,LLLLLLLLLL,LLLL
       248,2015/06/02 13:12:31,  0,+290.5,+238.8,+284.9,LLLLLLLLLL,LLLL
       249,2015/06/02 13:12:33,  0,+289.9,+239.5,+284.9,LLLLLLLLLL,LLLL
       250,2015/06/02 13:12:35,  0,+291.2,+240.3,+286.0,LLLLLLLLLL,LLLL
       251,2015/06/02 13:12:37,  0,+292.3,+241.0,+287.2,LLLLLLLLLL,LLLL
       252,2015/06/02 13:12:39,  0,+293.5,+241.9,+288.1,LLLLLLLLLL,LLLL
       253,2015/06/02 13:12:41,  0,+293.7,+242.4,+289.4,LLLLLLLLLL,LLLL
       254,2015/06/02 13:12:43,  0,+293.5,+243.1,+289.0,LLLLLLLLLL,LLLL
       255,2015/06/02 13:12:45,  0,+293.9,+243.7,+290.5,LLLLLLLLLL,LLLL
       256,2015/06/02 13:12:47,  0,+295.5,+244.6,+290.8,LLLLLLLLLL,LLLL
       257,2015/06/02 13:12:49,  0,+296.4,+245.5,+292.8,LLLLLLLLLL,LLLL
       258,2015/06/02 13:12:51,  0,+297.7,+246.2,+293.2,LLLLLLLLLL,LLLL
       259,2015/06/02 13:12:53,  0,+297.3,+246.9,+294.4,LLLLLLLLLL,LLLL
       260,2015/06/02 13:12:55,  0,+297.3,+247.8,+295.0,LLLLLLLLLL,LLLL
       261,2015/06/02 13:12:57,  0,+298.6,+248.4,+295.2,LLLLLLLLLL,LLLL
       262,2015/06/02 13:12:59,  0,+298.8,+249.3,+295.7,LLLLLLLLLL,LLLL
       263,2015/06/02 13:13:01,  0,+299.1,+249.8,+297.7,LLLLLLLLLL,LLLL
       264,2015/06/02 13:13:03,  0,+299.3,+250.9,+299.7,LLLLLLLLLL,LLLL
       265,2015/06/02 13:13:05,  0,+300.4,+251.4,+299.1,LLLLLLLLLL,LLLL
